JZ 
80788,11866,城区  0.90,50196
97491,11819,城区  1.13,50198
99410,1986,城区  1.10,50200
107850,1817,城区  0.92,50202
106398,9643,城区  1.11,50204
105962,8273,城区  1.14,50206
106087,10609,城区  1.01,50208
81287,3252,城区  1.02,50210
102210,17463,城区  0.99,50212
85538,18607,城区  1.09,50214
85358,8955,城区  0.87,50216
86156,5389,城区  1.07,50218
84018,7304,城区  1.11,50220
83328,8553,城区  0.93,50222
99371,2178,城区  0.96,50224
100703,17777,城区  0.94,50226
97555,5181,城区  0.95,50228
93545,11648,城区  1.14,50230
102123,17298,城区  1.02,50232
90473,5765,城区  0.91,50234
82826,5309,城区  0.88,50236
94578,10306,城区  0.94,50238
89599,4038,城区  1.06,50240
84846,13002,城区  1.01,50242
85842,7838,城区  1.07,50244
86892,12719,城区  0.99,50246
96377,8155,城区  0.90,50248
89839,12117,城区  1.01,50250
84897,8278,城区  1.04,50252
85679,19950,城区  0.93,50254
103205,18617,城区  1.07,50256
80782,6184,城区  1.05,50258
93885,14497,城区  1.08,50260
104102,2959,城区  1.06,50262
100298,19613,城区  1.12,50264
83393,5493,城区  1.10,50266
107481,8787,城区  1.08,50268
81051,3938,城区  1.14,50270
108706,4044,城区  1.12,50272
108730,7285,城区  0.88,50274
91956,4096,城区  1.14,50276
84164,13208,城区  0.87,50278
109590,17749,城区  1.05,50280
84373,16196,城区  1.07,50282
80708,5481,城区  1.00,50284
86669,19001,城区  0.95,50286
109758,8197,城区  0.88,50288
104387,16479,城区  1.00,50290
100159,1257,城区  1.14,50292
107558,3526,城区  1.04,50294
96663,4304,城区  1.00,50296
91829,12032,城区  1.11,50298
106011,5503,城区  1.09,50300
81951,13713,城区  0.98,50302
81238,4925,城区  1.04,50304
81101,12538,城区  0.93,50306
102279,5342,城区  1.00,50308
100707,12345,城区  1.04,50310
93453,10386,城区  1.01,50312
82817,3441,城区  1.04,50314
104794,11252,城区  0.91,50316
81058,16299,城区  0.88,50318
89419,1378,城区  1.08,50320
83152,7452,城区  0.91,50322
94811,7223,城区  0.94,50324
85187,15253,城区  1.08,50326
81721,17876,城区  1.03,50328
90601,2078,城区  0.89,50330
103968,3318,城区  0.99,50332
92345,11629,城区  1.11,50334
97315,13493,城区  1.03,50336
93977,12385,城区  0.90,50338
107306,8221,城区  1.14,50340
86981,642,城区  0.90,50342
84068,14079,城区  0.90,50344
106741,8596,城区  1.02,50346
108353,12042,城区  1.05,50348
108476,18913,城区  0.94,50350
81973,19819,城区  0.99,50352
95945,2182,城区  1.12,50354
95757,12303,城区  0.90,50356
98969,75,城区  1.11,50358
95191,3029,城区  1.07,50360
101951,13892,城区  1.08,50362
91638,10344,城区  1.07,50364
92997,9653,城区  0.91,50366
82479,15822,城区  0.91,50368
85075,5680,城区  1.05,50370
102204,4288,城区  1.02,50372
96677,4897,城区  1.01,50374
82786,1095,城区  0.98,50376
100214,7843,城区  0.89,50378
92505,15166,城区  0.90,50380
101860,6299,城区  1.13,50382
80354,6971,城区  1.06,50384
106240,15013,城区  1.11,50386
90774,17460,城区  1.10,50388
107266,10327,城区  0.90,50390
90839,10941,城区  1.05,50392
109531,10442,城区  1.08,50394
85483,3402,城区  1.04,50396
100509,10089,城区  0.95,50398
93602,4003,城区  1.04,50400
82237,5808,城区  1.10,50402
82716,1672,城区  1.03,50404
102398,7493,城区  1.03,50406
84878,3635,城区  0.95,50408
105925,5334,城区  0.95,50410
85265,6627,城区  1.04,50412
96358,6200,城区  1.12,50414
87000,7597,城区  0.92,50416
105481,1919,城区  0.94,50418
98932,19145,城区  0.95,50420
108185,2951,城区  1.03,50422
96226,15256,城区  0.92,50424
103455,8071,城区  0.90,50426
91280,2447,城区  0.85,50428
95148,1479,城区  1.00,50430
99250,8432,城区  0.86,50432
103578,2118,城区  1.13,50434
106601,6298,城区  1.02,50436
106251,6141,城区  1.11,50438
108208,4432,城区  1.07,50440
80870,4003,城区  1.13,50442
101911,19564,城区  1.05,50444
80541,3319,城区  0.97,50446
82080,14524,城区  1.01,50448
92599,1947,城区  1.06,50450
100967,12209,城区  0.86,50452
86330,2634,城区  0.95,50454
80301,9905,城区  1.04,50456
92590,6867,城区  0.87,50458
100019,714,城区  0.90,50460
95901,46,城区  1.05,50462
103895,8400,城区  0.87,50464
99149,8602,城区  0.99,50466
92929,1400,城区  0.85,50468
86598,11480,城区  1.04,50470
90830,3495,城区  0.98,50472
105244,6562,城区  0.92,50474
108123,10380,城区  1.11,50476
93155,2455,城区  1.07,50478
98767,930,城区  0.90,50480
86300,2048,城区  1.05,50482
100717,495,城区  1.00,50484
90624,12177,城区  1.08,50486
99311,1395,城区  1.00,50488
84075,4867,城区  1.12,50490
83812,9773,城区  0.86,50492
107227,14526,城区  0.95,50494
81047,15005,城区  0.91,50496
99385,7026,城区  0.91,50498
80132,10886,城区  1.03,50500
108652,10213,城区  0.88,50502
83503,8709,城区  0.90,50504
99818,8010,城区  1.12,50506
81419,7191,城区  0.99,50508
99252,2710,城区  0.88,50510
85310,10940,城区  0.91,50512
104587,16822,城区  1.08,50514
88261,9125,城区  0.96,50516
82757,6697,城区  1.06,50518
91009,2792,城区  0.93,50520
95610,6735,城区  0.92,50522
90096,2891,城区  0.94,50524
98577,5909,城区  0.86,50526
86394,12818,城区  0.98,50528
80161,10071,城区  1.04,50530
90834,2246,城区  1.09,50532
107383,12084,城区  0.99,50534
81755,5973,城区  0.94,50536
100371,11537,城区  1.14,50538
105367,414,城区  1.05,50540
105867,16789,城区  0.93,50542
97539,9764,城区  0.98,50544
81513,18883,城区  1.07,50546
101359,183,城区  0.91,50548
80548,9537,城区  0.96,50550
105016,11548,城区  1.09,50552
102205,3055,城区  1.10,50554
106472,10712,城区  1.08,50556
82219,17811,城区  0.93,50558
84774,8331,城区  1.04,50560
89544,1070,城区  1.12,50562
94984,15451,城区  0.88,50564
96418,13010,城区  1.13,50566
87320,19168,城区  0.93,50568
106137,6126,城区  1.12,50570
103342,9526,城区  0.92,50572
89842,16273,城区  1.07,50574
98164,3669,城区  1.14,50576
94999,1998,城区  0.95,50578
90282,12680,城区  0.85,50580
104697,2634,城区  0.98,50582
83196,1785,城区  1.05,50584
81240,15608,城区  0.93,50586
89369,11847,城区  1.08,50588
92755,6838,城区  0.96,50590
82243,9474,城区  0.89,50592
91153,543,城区  1.02,50594
104070,11401,城区  0.95,50596
82023,5456,城区  0.97,50598
104045,14771,城区  1.01,50600
92096,15225,城区  0.93,50602
96574,8112,城区  0.95,50604
105653,16459,城区  1.00,50606
83754,4585,城区  1.08,50608
81896,8063,城区  0.95,50610
80323,14395,城区  1.13,50612
92766,7953,城区  0.94,50614
82164,5516,城区  1.02,50616
90285,14978,城区  0.85,50618
91028,12394,城区  1.08,50620
101108,2334,城区  0.96,50622
103047,1747,城区  1.04,50624
82607,4240,城区  0.87,50626
101483,16978,城区  1.13,50628
108163,7100,城区  1.12,50630
101025,10744,城区  0.96,50632
86795,10953,城区  1.12,50634
101751,5089,城区  1.10,50636
101087,5024,城区  1.11,50638
80635,6237,城区  1.08,50640
103664,13627,城区  1.03,50642
88331,10771,城区  0.92,50644
108079,3397,城区  1.05,50646
105350,8766,城区  1.02,50648
82783,16453,城区  0.89,50650
91559,5461,城区  1.11,50652
92345,5672,城区  1.02,50654
84458,11128,城区  0.87,50656
107814,4138,城区  1.10,50658
103958,2873,城区  1.05,50660
104944,9509,城区  0.99,50662
106811,10522,城区  1.01,50664
86333,11700,城区  0.96,50666
14152,8059,城区  1.06,50668
13371,8472,城区  0.95,50670
28030,1427,城区  1.12,50672
25266,5715,城区  0.96,50674
753,11666,城区  1.06,50676
9862,5942,城区  0.87,50678
18907,5027,城区  1.07,50680
4177,13694,城区  1.10,50682
13153,3451,城区  1.08,50684
30734,542,城区  0.95,50686
22050,14669,城区  1.01,50688
17559,12018,城区  0.95,50690
11941,337,城区  0.86,50692
17512,6810,城区  0.98,50694
27011,300,城区  0.95,50696
19417,10801,城区  0.96,50698
21855,7833,城区  1.07,50700
3155,1962,城区  1.07,50702
28425,5485,城区  0.90,50704
13616,8350,城区  0.89,50706
25698,10877,城区  0.86,50708
14911,5307,城区  1.06,50710
31448,309,城区  0.90,50712
25895,4110,城区  0.99,50714
3217,3118,城区  0.91,50716
28189,12236,城区  0.96,50718
23463,5548,城区  1.13,50720
3495,13232,城区  1.10,50722
23801,2398,城区  0.93,50724
7272,11058,城区  1.13,50726
25727,3553,城区  0.93,50728
14113,10208,城区  1.04,50730
23340,1878,城区  1.11,50732
19571,3517,城区  1.00,50734
27317,2400,城区  0.94,50736
18173,1761,城区  0.86,50738
26080,1189,城区  1.00,50740
500,7091,城区  1.13,50742
13349,3200,城区  1.08,50744
12099,1362,城区  0.93,50746
15815,4553,城区  1.00,50748
7633,11867,城区  1.03,50750
20912,7057,城区  0.92,50752
13192,11443,城区  1.04,50754
20656,9986,城区  0.87,50756
16937,10373,城区  0.97,50758
8695,8861,城区  0.90,50760
28442,10856,城区  1.00,50762
8926,5981,城区  1.04,50764
1445,3232,城区  1.12,50766
30808,13797,城区  0.98,50768
2158,3829,城区  0.95,50770
29351,5598,城区  0.89,50772
513,4212,城区  0.86,50774
9256,4383,城区  0.99,50776
15816,3595,城区  1.10,50778
29264,3472,城区  0.91,50780
2517,7266,城区  0.85,50782
21555,4886,城区  1.04,50784
14124,6226,城区  1.05,50786
13352,11457,城区  0.87,50788
4520,1448,城区  1.01,50790
4720,1122,城区  1.09,50792
18821,1871,城区  1.10,50794
9443,7161,城区  0.99,50796
6198,14802,城区  1.13,50798
21513,12928,城区  1.14,50800
5908,9912,城区  1.08,50802
12344,3971,城区  1.00,50804
6656,46,城区  1.10,50806
22922,1157,城区  0.89,50808
14618,7550,城区  1.15,50810
27581,14038,城区  1.11,50812
23572,14422,城区  1.01,50814
23399,12182,城区  0.86,50816
24264,12275,城区  1.02,50818
25601,13805,城区  0.90,50820
6686,8316,城区  0.87,50822
16051,14915,城区  1.05,50824
3430,8173,城区  0.96,50826
26603,2029,城区  1.00,50828
25519,10265,城区  1.14,50830
19998,1333,城区  1.08,50832
28098,12057,城区  1.05,50834
28241,10422,城区  0.96,50836
13516,4327,城区  1.04,50838
13104,1420,城区  1.02,50840
21211,9563,城区  0.85,50842
29148,614,城区  0.93,50844
5562,6784,城区  1.13,50846
11204,1301,城区  0.98,50848
26062,7542,城区  1.06,50850
24346,489,城区  0.93,50852
19975,7623,城区  1.06,50854
14278,7411,城区  0.86,50856
8960,10216,城区  0.91,50858
28900,10236,城区  1.08,50860
30428,5910,城区  1.07,50862
15152,11213,城区  0.85,50864
5260,4368,城区  1.01,50866
5874,9444,城区  1.01,50868
30849,1823,城区  1.14,50870
20546,13104,城区  0.95,50872
30191,9770,城区  0.89,50874
17084,7281,城区  0.85,50876
16176,5535,城区  0.86,50878
17920,8861,城区  0.91,50880
11505,13602,城区  1.03,50882
13971,6489,城区  0.90,50884
13086,9000,城区  1.05,50886
1777,574,城区  1.11,50888
17366,10519,城区  0.97,50890
13054,1138,城区  0.98,50892
16327,10406,城区  1.15,50894
25621,14332,城区  0.88,50896
20677,2211,城区  1.10,50898
7769,7654,城区  1.04,50900
30329,5469,城区  1.10,50902
39,13780,城区  0.89,50904
30327,13544,城区  1.11,50906
684,10669,城区  1.05,50908
6179,9961,城区  0.90,50910
22291,7498,城区  1.13,50912
27172,12629,城区  0.92,50914
32201,2286,城区  1.14,50916
4703,12662,城区  0.91,50918
7610,8533,城区  0.95,50920
10922,1178,城区  0.98,50922
32680,3936,城区  1.10,50924
15292,2945,城区  0.93,50926
30180,997,城区  0.98,50928
21759,5353,城区  0.98,50930
29446,3856,城区  0.90,50932
23376,10039,城区  0.87,50934
12933,4018,城区  1.12,50936
16857,4102,城区  1.14,50938
11323,8395,城区  0.85,50940
18301,12285,城区  1.00,50942
10292,1455,城区  1.14,50944
22682,10000,城区  1.00,50946
14939,8390,城区  1.03,50948
10243,1384,城区  1.09,50950
17896,949,城区  0.90,50952
17281,2000,城区  0.90,50954
30353,11042,城区  1.13,50956
10054,215,城区  1.01,50958
29172,10115,城区  1.02,50960
28942,3329,城区  0.98,50962
28087,10789,城区  1.11,50964
7904,12517,城区  0.93,50966
26436,7446,城区  0.95,50968
3765,12242,城区  0.95,50970
56,2967,城区  1.03,50972
2922,12947,城区  1.01,50974
3801,10029,城区  1.05,50976
26822,5728,城区  1.10,50978
21546,13689,城区  1.02,50980
21382,11406,城区  0.99,50982
4482,14760,城区  1.13,50984
23452,335,城区  1.04,50986
30119,14828,城区  0.87,50988
11824,11229,城区  1.05,50990
7644,7642,城区  0.95,50992
16900,9651,城区  0.96,50994
16747,1880,城区  0.87,50996
13381,6838,城区  0.90,50998
7819,2499,城区  1.01,51000
3312,106,城区  1.11,51002
30131,227,城区  0.91,51004
26963,2665,城区  0.93,51006
23737,10402,城区  0.93,51008
28764,14837,城区  0.95,51010
1364,6676,城区  0.97,51012
18339,29,城区  0.90,51014
19151,7010,城区  1.11,51016
20863,1895,城区  0.96,51018
2329,4912,城区  1.04,51020
7044,6003,城区  0.97,51022
29555,11011,城区  0.87,51024
25141,7173,城区  0.97,51026
27490,12372,城区  0.99,51028
14809,8184,城区  1.04,51030
18625,4171,城区  1.07,51032
5548,1999,城区  1.01,51034
10746,6643,城区  1.09,51036
24037,8879,城区  0.88,51038
20428,454,城区  1.13,51040
23117,11565,城区  0.96,51042
18999,5497,城区  1.13,51044
14933,14830,城区  0.87,51046
25687,8828,城区  1.02,51048
17645,8438,城区  1.08,51050
23384,13216,城区  1.08,51052
2446,9759,城区  0.96,51054
4303,1514,城区  0.95,51056
6452,9534,城区  1.12,51058
8986,3,城区  1.15,51060
10552,5499,城区  1.13,51062
13964,6843,城区  0.87,51064
23372,13678,城区  1.03,51066
20635,14361,城区  0.98,51068
3338,1651,城区  0.88,51070
585,6686,城区  1.14,51072
22221,9737,城区  0.99,51074
20852,1940,城区  0.86,51076
5335,6791,城区  1.08,51078
26848,2723,城区  1.10,51080
18152,14124,城区  0.89,51082
9489,10185,城区  1.08,51084
4569,9994,城区  1.13,51086
10313,10426,城区  1.00,51088
3027,9293,城区  1.04,51090
19026,601,城区  1.09,51092
1852,781,城区  0.86,51094
2261,11564,城区  1.10,51096
6516,11568,城区  1.06,51098
9063,13497,城区  0.94,51100
29165,6804,城区  1.09,51102
23206,1413,城区  1.14,51104
2896,1430,城区  0.86,51106
27624,2559,城区  0.95,51108
9124,8975,城区  0.99,51110
27505,401,城区  0.86,51112
2485,2575,城区  1.09,51114
7475,5909,城区  0.98,51116
32047,1754,城区  1.15,51118
28791,5758,城区  0.90,51120
27685,1066,城区  0.92,51122
23818,14833,城区  1.07,51124
5120,9367,城区  0.89,51126
8385,41,城区  1.13,51128
17670,5890,城区  0.99,51130
21100,13886,城区  0.89,51132
3833,7897,城区  0.96,51134
31643,4605,城区  1.15,51136
17032,10116,城区  0.99,51138
31923,12125,城区  1.12,51140
18039,6893,城区  1.04,51142
30546,8449,城区  1.02,51144
4309,2783,城区  1.06,51146
26863,807,城区  1.10,51148
29596,6397,城区  1.14,51150
5168,12312,城区  1.04,51152
10623,731,城区  1.12,51154
24961,11030,城区  1.09,51156
31456,9221,城区  1.02,51158
4024,12463,城区  1.11,51160
15397,9341,城区  1.08,51162
29690,138,城区  1.05,51164
7642,3291,城区  0.95,51166
13342,1089,城区  1.13,51168
7271,2098,城区  0.91,51170
26932,13145,城区  1.06,51172
8267,5480,城区  1.14,51174
9,2766,城区  1.07,51176
24844,546,城区  1.12,51178
2993,3450,城区  1.10,51180
11371,14644,城区  1.03,51182
8843,7901,城区  0.99,51184
8306,8567,城区  1.08,51186
22580,13635,城区  1.11,51188
631,2385,城区  0.91,51190
1888,1479,城区  1.12,51192
30261,223,城区  0.90,51194
29854,10624,城区  0.97,51196
16250,7582,城区  0.93,51198
28518,11229,城区  1.01,51200
15906,2414,城区  0.93,51202
2314,6991,城区  1.01,51204
18266,11159,城区  0.90,51206
20829,11476,城区  1.12,51208
12381,1072,城区  0.99,51210
22315,6153,城区  0.89,51212
7718,10868,城区  1.11,51214
32479,6703,城区  0.85,51216
19153,14622,城区  1.04,51218
11236,9331,城区  0.85,51220
15519,6944,城区  0.95,51222
18849,8332,城区  1.14,51224
13272,11118,城区  1.12,51226
1832,13605,城区  0.86,51228
11268,10819,城区  0.87,51230
9451,3748,城区  1.06,51232
555,1905,城区  0.93,51234
5652,12345,城区  0.99,51236
29985,8818,城区  0.97,51238
32597,9980,城区  0.99,51240
5643,14255,城区  1.05,51242
23370,10655,城区  0.93,51244
11930,10077,城区  1.11,51246
20675,481,城区  0.93,51248
28592,150,城区  1.14,51250
8592,8256,城区  1.14,51252
13939,6330,城区  1.14,51254
6307,5771,城区  0.86,51256
12017,2027,城区  1.02,51258
5288,7906,城区  1.08,51260
25315,2792,城区  1.02,51262
18532,7479,城区  0.98,51264
10293,13560,城区  1.08,51266
7281,2491,城区  0.91,51268
13914,14943,城区  1.00,51270
22073,13787,城区  0.87,51272
15001,5135,城区  1.12,51274
22078,13176,城区  1.05,51276
25295,3278,城区  0.93,51278
29710,3637,城区  0.98,51280
21346,14054,城区  1.03,51282
18550,14062,城区  1.07,51284
10319,1293,城区  1.09,51286
9930,8637,城区  0.95,51288
19108,14572,城区  0.92,51290
11372,10746,城区  0.99,51292
23234,6085,城区  1.01,51294
14791,6428,城区  1.01,51296
1331,2442,城区  1.02,51298
27264,902,城区  0.88,51300
6911,1292,城区  1.00,51302
19087,1955,城区  1.03,51304
1993,782,城区  0.89,51306
9334,12773,城区  0.96,51308
3859,1150,城区  0.95,51310
26839,13808,城区  0.90,51312
26489,4949,城区  1.10,51314
27157,3433,城区  0.97,51316
9677,5809,城区  1.04,51318
1728,11158,城区  1.09,51320
17235,4063,城区  1.01,51322
29699,10025,城区  0.89,51324
12685,7600,城区  0.90,51326
13644,9283,城区  0.92,51328
13144,2040,城区  0.85,51330
223,14159,城区  1.12,51332
26189,2498,城区  0.99,51334
26910,8760,城区  0.88,51336
22688,7988,城区  1.02,51338
12448,4258,城区  1.04,51340
1775,2716,城区  0.93,51342
17269,4772,城区  0.87,51344
31432,13674,城区  0.88,51346
31276,13369,城区  1.08,51348
19913,4677,城区  1.02,51350
7019,8696,城区  1.06,51352
24225,4781,城区  1.00,51354
5948,3842,城区  1.01,51356
23662,10536,城区  0.87,51358
17257,4482,城区  1.11,51360
16919,3559,城区  0.96,51362
623,6377,城区  1.09,51364
16062,272,城区  1.01,51366
18157,8835,城区  1.13,51368
10591,4080,城区  1.08,51370
25515,4323,城区  1.11,51372
19759,711,城区  1.14,51374
7295,9811,城区  1.11,51376
26980,5357,城区  0.95,51378
1723,3484,城区  0.94,51380
31325,5495,城区  0.96,51382
2033,575,城区  1.01,51384
7026,4268,城区  1.01,51386
14374,12783,城区  1.10,51388
22480,12525,城区  0.93,51390
10454,6417,城区  0.99,51392
26147,2367,城区  0.99,51394
9293,14886,城区  0.96,51396
24076,2611,城区  1.01,51398
28996,12769,城区  0.93,51400
18314,2287,城区  1.01,51402
5320,13289,城区  0.89,51404
17374,10253,城区  1.10,51406
205,14002,城区  1.06,51408
19614,14156,城区  0.97,51410
10241,3284,城区  1.00,51412
28901,1799,城区  0.89,51414
8122,11830,城区  0.86,51416
25064,4771,城区  0.89,51418
24336,2211,城区  1.11,51420
22366,1533,城区  1.13,51422
22153,6573,城区  0.93,51424
10607,8895,城区  1.12,51426
7641,12521,城区  1.00,51428
16692,12027,城区  0.90,51430
23977,4388,城区  1.08,51432
483,1043,城区  1.11,51434
31076,4097,城区  1.01,51436
23622,4751,城区  0.99,51438
24948,3194,城区  1.13,51440
11017,2559,城区  0.87,51442
28796,11155,城区  1.01,51444
4603,11195,城区  1.08,51446
22124,7192,城区  0.95,51448
13158,9681,城区  0.95,51450
27274,3483,城区  0.93,51452
30211,2304,城区  0.89,51454
22970,14201,城区  1.04,51456
6959,2310,城区  1.10,51458
6322,445,城区  0.89,51460
22639,12432,城区  1.02,51462
23011,13047,城区  1.04,51464
22639,13097,城区  1.15,51466
5422,5661,城区  0.89,51468
18164,10106,城区  1.09,51470
972,9071,城区  1.08,51472
10361,11659,城区  0.87,51474
23787,12189,城区  0.90,51476
2426,11268,城区  1.08,51478
12272,7215,城区  0.94,51480
23184,13900,城区  0.96,51482
32609,13376,城区  1.10,51484
26091,1188,城区  1.01,51486
19423,1911,城区  0.91,51488
32724,10882,城区  1.04,51490
8375,14902,城区  0.92,51492
14137,9591,城区  0.89,51494
31737,12613,城区  1.03,51496
11376,10440,城区  1.09,51498
10775,1856,城区  0.85,51500
9136,11782,城区  1.00,51502
29036,4205,城区  1.06,51504
13825,10993,城区  1.11,51506
17485,8237,城区  1.03,51508
32382,1015,城区  0.87,51510
12395,2263,城区  1.00,51512
6984,2517,城区  0.94,51514
30886,3165,城区  1.03,51516
8320,888,城区  1.05,51518
17072,7962,城区  0.91,51520
275,5659,城区  0.87,51522
5127,1734,城区  0.95,51524
17486,6945,城区  1.01,51526
4659,14290,城区  0.86,51528
28776,7888,城区  0.90,51530
10316,13269,城区  0.92,51532
12680,6779,城区  0.91,51534
26667,8269,城区  1.08,51536
16883,11671,城区  0.92,51538
18402,1358,城区  1.08,51540
17249,6219,城区  1.09,51542
19525,7027,城区  0.87,51544
25265,3938,城区  1.01,51546
22439,9126,城区  0.89,51548
5741,2524,城区  1.10,51550
16419,8014,城区  1.10,51552
24029,9672,城区  1.07,51554
4865,11441,城区  0.97,51556
27047,12132,城区  1.13,51558
4887,3903,城区  0.95,51560
22555,144,城区  0.96,51562
7740,559,城区  0.88,51564
32453,8998,城区  1.08,51566
18976,6403,城区  1.08,51568
26595,1125,城区  1.01,51570
17193,2179,城区  1.00,51572
1471,8656,城区  0.92,51574
22565,12814,城区  1.01,51576
30511,6866,城区  1.07,51578
13299,6606,城区  0.95,51580
24477,5910,城区  1.13,51582
8816,2414,城区  0.95,51584
6759,5000,城区  1.08,51586
28740,4232,城区  0.86,51588
17536,13967,城区  1.04,51590
3437,5889,城区  1.11,51592
2188,13773,城区  0.98,51594
10392,3441,城区  1.02,51596
6387,2919,城区  0.95,51598
3490,13195,城区  0.88,51600
8355,169,城区  1.08,51602
15327,9415,城区  1.04,51604
32371,3157,城区  0.89,51606
30961,14834,城区  1.07,51608
10340,2364,城区  0.96,51610
11097,9991,城区  1.06,51612
27451,1085,城区  0.85,51614
5133,10715,城区  0.94,51616
12323,2513,城区  1.12,51618
8366,13480,城区  0.92,51620
21844,11113,城区  0.92,51622
6202,11115,城区  1.08,51624
18430,14273,城区  1.11,51626
25164,2974,城区  0.93,51628
15581,5036,城区  0.87,51630
11593,4430,城区  0.97,51632
29255,7210,城区  1.01,51634
20997,8316,城区  0.86,51636
8598,656,城区  0.94,51638
5074,9491,城区  1.06,51640
32563,12526,城区  1.01,51642
20969,85,城区  0.89,51644
12211,2521,城区  1.01,51646
31666,14507,城区  0.89,51648
15812,6172,城区  0.98,51650
11104,4076,城区  1.11,51652
12254,11914,城区  0.91,51654
17095,13630,城区  1.15,51656
11763,273,城区  0.85,51658
21642,6081,城区  0.91,51660
1677,3694,城区  0.93,51662
6122,456,城区  1.11,51664
8225,9151,城区  0.95,51666
12250,2334,城区  1.09,51668
20102,11417,城区  1.01,51670
15917,1131,城区  0.88,51672
28096,7457,城区  1.11,51674
8688,10234,城区  0.94,51676
23215,8329,城区  1.09,51678
27733,6390,城区  0.87,51680
14141,3838,城区  1.09,51682
6583,1949,城区  1.02,51684
11034,11367,城区  0.93,51686
1178,13494,城区  0.91,51688
21296,4981,城区  0.86,51690
26303,605,城区  1.10,51692
8527,11059,城区  0.89,51694
8349,12932,城区  1.10,51696
23238,4527,城区  0.93,51698
31196,11568,城区  1.12,51700
32731,11383,城区  1.14,51702
11689,4871,城区  0.86,51704
32621,12867,城区  0.87,51706
27647,13082,城区  1.04,51708
282,9554,城区  1.02,51710
5422,2274,城区  0.88,51712
5569,1038,城区  1.13,51714
26451,2521,城区  1.03,51716
4417,11497,城区  1.01,51718
11642,5759,城区  0.86,51720
438,11547,城区  0.99,51722
20123,1526,城区  0.98,51724
30638,2953,城区  0.93,51726
28345,1045,城区  0.90,51728
28678,14410,城区  0.94,51730
16074,4517,城区  0.90,51732
31602,401,城区  1.04,51734
10287,11112,城区  1.01,51736
2269,979,城区  0.95,51738
18147,7856,城区  1.06,51740
20255,2694,城区  0.96,51742
12724,1959,城区  0.93,51744
1987,709,城区  0.88,51746
29203,2360,城区  1.08,51748
20431,7790,城区  1.10,51750
21871,7755,城区  1.05,51752
25801,666,城区  1.06,51754
12,10389,城区  0.98,51756
25460,3601,城区  1.11,51758
